"","image","RoiNo","gene_fitc","gene_cy3","gene_af647","Channel","Area","Mean","StdDev","Mode","Min","Max","IntDen","Median","Skew","Kurt","frArea","RawIntDen","MinThr","MaxThr","li_thr_Area","li_thr_Mean","li_thr_StdDev","li_thr_Mode","li_thr_Min","li_thr_Max","li_thr_IntDen","li_thr_Median","li_thr_Skew","li_thr_Kurt","li_thr_frArea","li_thr_RawIntDen","li_thr_MinThr","li_thr_MaxThr","logicFISH"
"326","FITC_SME_Normalized_Composite_MkyFISH_SVZa_isch_slide5_CD38-fitc_MLC1-cy3_40x_Z_pos2.tif","0005","0","0",NA,"FITC",107.13,0,0,0,0,0,0,0,NA,NA,0,0,0,65535,0,NA,0,0,771,0,NA,NA,NA,NA,0,NA,771,65535,"negative"
"327","FITC_SME_Normalized_Composite_MkyFISH_SVZa_isch_slide5_CD38-fitc_MLC1-cy3_40x_Z_pos2.tif","0011","CD38","MLC1",NA,"FITC",67.92,361.77,1485.73,0,0,15692,24569.82,0,6.13,45.25,12.71,236234,0,65535,6.34,3738.82,3335.65,888,793,15692,23720.5,2558,1.82,3.17,9.34,228068,771,65535,"positive"
"328","FITC_SME_Normalized_Composite_MkyFISH_SVZa_isch_slide5_CD38-fitc_MLC1-cy3_40x_Z_pos2.tif","0012","0","MLC1",NA,"FITC",88.51,152.14,946.37,0,0,13414,13465.79,0,8.89,94.27,5.05,129471,0,65535,3.43,3789.36,3085.74,3260,793,13414,13005.88,3146,1.61,2.19,3.88,125049,771,65535,"negative"
"329","FITC_SME_Normalized_Composite_MkyFISH_SVZa_isch_slide5_CD38-fitc_MLC1-cy3_40x_Z_pos2.tif","0015","0","0",NA,"FITC",38.17,427.97,1093.49,0,0,11611,16335.85,0,4.75,33.66,29.16,157066,0,65535,6.86,2144.48,1725.44,1021,774,11611,14720.63,1514,2.9,12.04,17.98,141536,771,65535,"negative"
"330","FITC_SME_Normalized_Composite_MkyFISH_SVZa_isch_slide5_CD38-fitc_MLC1-cy3_40x_Z_pos2.tif","0019","0","0",NA,"FITC",87.89,0,0,0,0,0,0,0,NA,NA,0,0,0,65535,0,NA,0,0,771,0,NA,NA,NA,NA,0,NA,771,65535,"negative"
"331","FITC_SME_Normalized_Composite_MkyFISH_SVZa_isch_slide5_CD38-fitc_MLC1-cy3_40x_Z_pos2.tif","0030","CD38","MLC1",NA,"FITC",81.23,478.53,1331.8,0,0,13293,38870.68,0,4.6,28.48,24.33,373734,0,65535,13.21,2762.99,2149.33,837,786,13293,36495.8,2209,2.43,7.39,16.26,350900,771,65535,"positive"
"332","FITC_SME_Normalized_Composite_MkyFISH_SVZa_isch_slide5_CD38-fitc_MLC1-cy3_40x_Z_pos2.tif","0035","CD38","MLC1",NA,"FITC",68.85,834.13,2256.91,0,0,22725,57431.63,0,4.32,24.45,24.92,552194,0,65535,14.14,3966.65,3528.04,900,786,22725,56107.74,2722,2.22,6.33,20.54,539465,771,65535,"positive"
"333","FITC_SME_Normalized_Composite_MkyFISH_SVZa_isch_slide5_CD38-fitc_MLC1-cy3_40x_Z_pos2.tif","0044","0","0",NA,"FITC",112.01,161.08,685.66,0,0,5780,18043.21,0,5.02,26.89,7.99,173482,0,65535,6.86,2517.03,1311.31,791,791,5780,17277.94,2473,0.62,-0.41,6.13,166124,771,65535,"negative"
"334","FITC_SME_Normalized_Composite_MkyFISH_SVZa_isch_slide5_CD38-fitc_MLC1-cy3_40x_Z_pos2.tif","0056","CD38","MLC1",NA,"FITC",107.54,2619.78,6854.2,0,0,42957,281737.99,0,3.12,9.44,29.4,2708856,0,65535,25.38,11019.91,10341.23,824,786,42957,279657.97,7030,0.94,-0.24,23.6,2688857,771,65535,"positive"
"335","FITC_SME_Normalized_Composite_MkyFISH_SVZa_isch_slide5_CD38-fitc_MLC1-cy3_40x_Z_pos2.tif","0061","0","0",NA,"FITC",65.63,0,0,0,0,0,0,0,NA,NA,0,0,0,65535,0,NA,0,0,771,0,NA,NA,NA,NA,0,NA,771,65535,"negative"
"336","FITC_SME_Normalized_Composite_MkyFISH_SVZa_isch_slide5_CD38-fitc_MLC1-cy3_40x_Z_pos2.tif","0065","CD38","MLC1",NA,"FITC",76.86,2054.42,4667.88,0,0,38480,157903.76,0,3.49,15.7,37.08,1518214,0,65535,22.99,6790.01,6396.79,846,789,38480,156070.97,4774,2,5.28,29.91,1500592,771,65535,"positive"
"337","FITC_SME_Normalized_Composite_MkyFISH_SVZa_isch_slide5_CD38-fitc_MLC1-cy3_40x_Z_pos2.tif","0071","CD38","MLC1",NA,"FITC",116.28,228.04,1096.45,0,0,16012,26516.6,0,8.11,83.1,12.25,254952,0,65535,7.59,3173.47,3016.13,1208,772,16012,24094.4,1967,2.19,5.3,6.53,231663,771,65535,"positive"
"338","FITC_SME_Normalized_Composite_MkyFISH_SVZa_isch_slide5_CD38-fitc_MLC1-cy3_40x_Z_pos2.tif","0075","0","0",NA,"FITC",87.78,0,0,0,0,0,0,0,NA,NA,0,0,0,65535,0,NA,0,0,771,0,NA,NA,NA,NA,0,NA,771,65535,"negative"
"339","FITC_SME_Normalized_Composite_MkyFISH_SVZa_isch_slide5_CD38-fitc_MLC1-cy3_40x_Z_pos2.tif","0078","0","MLC1",NA,"FITC",76.13,0.26,7.06,0,0,191,19.87,0,27,727,0.14,191,0,65535,0,NA,0,0,3779,191,NA,NA,NA,NA,0,NA,771,65535,"negative"
"340","FITC_SME_Normalized_Composite_MkyFISH_SVZa_isch_slide5_CD38-fitc_MLC1-cy3_40x_Z_pos2.tif","0081","0","0",NA,"FITC",113.78,433.28,1269.48,0,0,11287,49300.32,0,3.67,15.1,18.28,474013,0,65535,14.87,3158.37,1929.28,1267,785,11287,46974.12,2614,1.04,1.27,13.07,451647,771,65535,"negative"
"341","FITC_SME_Normalized_Composite_MkyFISH_SVZa_isch_slide5_CD38-fitc_MLC1-cy3_40x_Z_pos2.tif","0086","CD38","MLC1",NA,"FITC",74.99,1484.56,4172.74,0,0,37562,111324.66,0,4.44,24.61,26.07,1070365,0,65535,17.06,6462.98,6678.14,3267,800,37562,110239.25,3836,2.17,5.51,22.75,1059929,771,65535,"positive"
"342","FITC_SME_Normalized_Composite_MkyFISH_SVZa_isch_slide5_CD38-fitc_MLC1-cy3_40x_Z_pos2.tif","0090","CD38","MLC1",NA,"FITC",110.56,329.29,1250.56,0,0,16890,36405.42,0,6.35,54.17,16.93,350031,0,65535,10.92,3085.2,2709.86,1156,777,16890,33692.41,2238,2.29,7,9.88,323946,771,65535,"positive"
"343","FITC_SME_Normalized_Composite_MkyFISH_SVZa_isch_slide5_CD38-fitc_MLC1-cy3_40x_Z_pos2.tif","0091","CD38","MLC1",NA,"FITC",167.76,1111.79,2911.39,0,0,23883,186515.89,0,4.13,20.71,28.58,1793314,0,65535,38.27,4778.73,4440.34,994,780,23883,182902.71,3253,2.13,4.66,22.81,1758574,771,65535,"positive"
"344","FITC_SME_Normalized_Composite_MkyFISH_SVZa_isch_slide5_CD38-fitc_MLC1-cy3_40x_Z_pos2.tif","0095","CD38","MLC1",NA,"FITC",55.54,1585.61,3831.61,0,0,37296,88063.87,0,4.18,25.04,30.9,846717,0,65535,14.66,5938.04,5471.24,1009,782,37296,87080.6,4293,2.64,10.13,26.4,837263,771,65535,"positive"
"345","FITC_SME_Normalized_Composite_MkyFISH_SVZa_isch_slide5_CD38-fitc_MLC1-cy3_40x_Z_pos2.tif","0099","0","0",NA,"FITC",39.94,53.04,504.74,0,0,8689,2118.4,0,14.29,228.59,3.12,20368,0,65535,0.62,2999.5,2949.87,878,878,8689,1871.8,1951,1.4,0.45,1.56,17997,771,65535,"negative"
"346","FITC_SME_Normalized_Composite_MkyFISH_SVZa_isch_slide5_CD38-fitc_MLC1-cy3_40x_Z_pos2.tif","0103","0","MLC1",NA,"FITC",101.51,120.51,793.74,0,0,12611,12232.49,0,10.98,141.11,9.32,117613,0,65535,3.12,3339.2,3145.01,908,908,12611,10418.93,2072,1.78,2.21,3.07,100176,771,65535,"negative"
"347","FITC_SME_Normalized_Composite_MkyFISH_SVZa_isch_slide5_CD38-fitc_MLC1-cy3_40x_Z_pos2.tif","0107","0","0",NA,"FITC",103.17,13.59,160.48,0,0,3039,1402.32,0,14.44,228.02,1.11,13483,0,65535,0.62,1899.33,790.93,921,921,3039,1185.26,1829,0.35,-1.2,0.6,11396,771,65535,"negative"
"348","FITC_SME_Normalized_Composite_MkyFISH_SVZa_isch_slide5_CD38-fitc_MLC1-cy3_40x_Z_pos2.tif","0115","0","0",NA,"FITC",65.11,4.97,55.6,0,0,907,323.56,0,12.86,177.46,1.12,3111,0,65535,0.1,907,0,907,907,907,94.33,907,NA,NA,0.16,907,771,65535,"negative"
"349","FITC_SME_Normalized_Composite_MkyFISH_SVZa_isch_slide5_CD38-fitc_MLC1-cy3_40x_Z_pos2.tif","0122","CD38","MLC1",NA,"FITC",38.07,2366.72,3740.49,0,0,28995,90092.41,640,2.49,8.75,57.38,866221,0,65535,18.2,4878.62,4142.16,2122,811,28995,88796.28,3374,2,6.11,47.81,853759,771,65535,"positive"
"350","FITC_SME_Normalized_Composite_MkyFISH_SVZa_isch_slide5_CD38-fitc_MLC1-cy3_40x_Z_pos2.tif","0126","CD38","MLC1",NA,"FITC",46.59,341.93,1051.29,0,0,7445,15932.1,0,3.71,14.27,16.29,153184,0,65535,5.51,2755.66,1643.95,821,821,7445,15190.11,2346,0.76,-0.29,11.83,146050,771,65535,"positive"
"351","FITC_SME_Normalized_Composite_MkyFISH_SVZa_isch_slide5_CD38-fitc_MLC1-cy3_40x_Z_pos2.tif","0132","0","0",NA,"FITC",84.66,11.78,63.22,0,0,601,997.32,0,6.18,40.93,4.55,9589,0,65535,0,NA,0,0,771,601,NA,NA,NA,NA,0,NA,771,65535,"negative"
"352","FITC_SME_Normalized_Composite_MkyFISH_SVZa_isch_slide5_CD38-fitc_MLC1-cy3_40x_Z_pos2.tif","0138","0","0",NA,"FITC",82.06,71.2,262.78,0,0,2167,5842.97,0,4.52,22.97,9.89,56179,0,65535,3.12,1184.8,415.53,772,772,2167,3696.8,976,0.99,-0.17,3.8,35544,771,65535,"negative"
"353","FITC_SME_Normalized_Composite_MkyFISH_SVZa_isch_slide5_CD38-fitc_MLC1-cy3_40x_Z_pos2.tif","0142","CD38","MLC1",NA,"FITC",51.48,1231.64,2444.11,0,0,23277,63408.87,0,3.85,21.27,47.88,609664,0,65535,19.24,3188.87,3136.63,1091,810,23277,61357.56,1960,2.87,11.38,37.37,589941,771,65535,"positive"
"354","FITC_SME_Normalized_Composite_MkyFISH_SVZa_isch_slide5_CD38-fitc_MLC1-cy3_40x_Z_pos2.tif","0146","0","0",NA,"FITC",120.23,0,0,0,0,0,0,0,NA,NA,0,0,0,65535,0,NA,0,0,771,0,NA,NA,NA,NA,0,NA,771,65535,"negative"
"355","FITC_SME_Normalized_Composite_MkyFISH_SVZa_isch_slide5_CD38-fitc_MLC1-cy3_40x_Z_pos2.tif","0150","0","0",NA,"FITC",113.47,0,0,0,0,0,0,0,NA,NA,0,0,0,65535,0,NA,0,0,2167,0,NA,NA,NA,NA,0,NA,771,65535,"negative"
"356","FITC_SME_Normalized_Composite_MkyFISH_SVZa_isch_slide5_CD38-fitc_MLC1-cy3_40x_Z_pos2.tif","0153","CD38","MLC1",NA,"FITC",124.39,615.16,1906.66,0,0,22731,76520.94,0,5.16,36.11,20.07,735734,0,65535,19.66,3791.55,3318.14,830,773,22731,74531.2,2809,2.5,8.23,15.8,716603,771,65535,"positive"
"357","FITC_SME_Normalized_Composite_MkyFISH_SVZa_isch_slide5_CD38-fitc_MLC1-cy3_40x_Z_pos2.tif","0159","0","0",NA,"FITC",126.89,43.84,417.15,0,0,9504,5562.25,0,15.77,291.56,4.59,53480,0,65535,1.56,2792.47,2569.45,790,790,9504,4356.51,1323,1.39,1.05,1.23,41887,771,65535,"negative"
"358","FITC_SME_Normalized_Composite_MkyFISH_SVZa_isch_slide5_CD38-fitc_MLC1-cy3_40x_Z_pos2.tif","0163","CD38","MLC1",NA,"FITC",44.1,9190.09,13694.57,0,0,60170,405270.6,3956,2.05,3.83,69.81,3896598,0,65535,27.87,14505.83,14832.85,4791,805,60170,404330.8,9061,1.57,1.74,63.21,3887562,771,65535,"positive"
"359","FITC_SME_Normalized_Composite_MkyFISH_SVZa_isch_slide5_CD38-fitc_MLC1-cy3_40x_Z_pos2.tif","0168","0","0",NA,"FITC",151.23,0.07,2.54,0,0,97,10.09,0,38.09,1449,0.07,97,0,65535,0,NA,0,0,771,97,NA,NA,NA,NA,0,NA,771,65535,"negative"
"360","FITC_SME_Normalized_Composite_MkyFISH_SVZa_isch_slide5_CD38-fitc_MLC1-cy3_40x_Z_pos2.tif","0173","0","0",NA,"FITC",86.64,0,0,0,0,0,0,0,NA,NA,0,0,0,65535,0,NA,0,0,771,0,NA,NA,NA,NA,0,NA,771,65535,"negative"
"361","FITC_SME_Normalized_Composite_MkyFISH_SVZa_isch_slide5_CD38-fitc_MLC1-cy3_40x_Z_pos2.tif","0177","0","MLC1",NA,"FITC",67.71,25.58,256.33,0,0,3999,1731.91,0,11.88,151.33,1.54,16652,0,65535,0.62,2468.17,1064.75,1041,1041,3999,1540.23,2763,0.1,-1.08,0.92,14809,771,65535,"negative"
"362","FITC_SME_Normalized_Composite_MkyFISH_SVZa_isch_slide5_CD38-fitc_MLC1-cy3_40x_Z_pos2.tif","0181","0","MLC1",NA,"FITC",77.38,198.66,1045.3,0,0,17766,15372.23,0,9.49,123.25,9.01,147801,0,65535,4.89,2992.85,3009.19,837,780,17766,14629.94,1653,2.85,10.54,6.32,140664,771,65535,"negative"
"363","FITC_SME_Normalized_Composite_MkyFISH_SVZa_isch_slide5_CD38-fitc_MLC1-cy3_40x_Z_pos2.tif","0185","0","MLC1",NA,"FITC",69.58,366.87,1267.72,0,0,13135,25527.19,0,5.27,34.35,16.74,245439,0,65535,7.7,3107.49,2457.51,1919,798,13135,23916.66,2317,1.9,3.82,11.06,229954,771,65535,"negative"
"364","FITC_SME_Normalized_Composite_MkyFISH_SVZa_isch_slide5_CD38-fitc_MLC1-cy3_40x_Z_pos2.tif","0190","0","0",NA,"FITC",165.37,23.96,412.6,0,0,9414,3961.6,0,19.85,405.12,1.26,38090,0,65535,0.73,5164.57,3740.86,1214,1214,9414,3760.03,6794,-0.11,-1.78,0.44,36152,771,65535,"negative"
"365","FITC_SME_Normalized_Composite_MkyFISH_SVZa_isch_slide5_CD38-fitc_MLC1-cy3_40x_Z_pos2.tif","0197","CD38","MLC1",NA,"FITC",164.64,1132.55,2573.88,0,0,18615,186465.76,0,3.05,10.48,31.4,1792832,0,65535,41.29,4421.37,3456.47,2085,776,18615,182560.32,3356,1.41,1.9,25.08,1755282,771,65535,"positive"
"366","FITC_SME_Normalized_Composite_MkyFISH_SVZa_isch_slide5_CD38-fitc_MLC1-cy3_40x_Z_pos2.tif","0201","0","MLC1",NA,"FITC",168.07,89.17,446.45,0,0,4646,14986.99,0,6.82,51.07,9.41,144097,0,65535,5.1,2289.9,1155.5,883,787,4646,11670.02,2197,0.44,-0.97,3.03,112205,771,65535,"negative"
"367","FITC_SME_Normalized_Composite_MkyFISH_SVZa_isch_slide5_CD38-fitc_MLC1-cy3_40x_Z_pos2.tif","0207","0","0",NA,"FITC",138.54,61.99,736.01,0,0,17934,8587.49,0,17.77,364.96,1.8,82567,0,65535,1.77,4660.53,4710.77,949,949,17934,8240.31,2467,1.77,2.13,1.28,79229,771,65535,"negative"
"368","FITC_SME_Normalized_Composite_MkyFISH_SVZa_isch_slide5_CD38-fitc_MLC1-cy3_40x_Z_pos2.tif","0211","CD38","MLC1",NA,"FITC",64.17,654.88,1715.45,0,0,15202,42025.19,0,4.36,24.74,26.74,404064,0,65535,12.79,3154.99,2631.12,1308,806,15202,40361.09,2429,2.45,6.82,19.94,388064,771,65535,"positive"
"369","FITC_SME_Normalized_Composite_MkyFISH_SVZa_isch_slide5_CD38-fitc_MLC1-cy3_40x_Z_pos2.tif","0216","0","0",NA,"FITC",80.81,0,0,0,0,0,0,0,NA,NA,0,0,0,65535,0,NA,0,0,1195,0,NA,NA,NA,NA,0,NA,771,65535,"negative"
"370","FITC_SME_Normalized_Composite_MkyFISH_SVZa_isch_slide5_CD38-fitc_MLC1-cy3_40x_Z_pos2.tif","0219","0","MLC1",NA,"FITC",89.13,40.09,227.57,0,0,2639,3573.66,0,7.65,67.03,5.37,34360,0,65535,1.66,1487.25,607.85,892,892,2639,2474.93,1248,0.81,-0.74,1.87,23796,771,65535,"negative"
"371","FITC_SME_Normalized_Composite_MkyFISH_SVZa_isch_slide5_CD38-fitc_MLC1-cy3_40x_Z_pos2.tif","0223","0","0",NA,"FITC",78.52,232.4,1374.98,0,0,20997,18249.15,0,8.82,96.67,6.49,175462,0,65535,3.74,4726.67,4340.44,2170,785,20997,17697.71,2910,1.82,3.75,4.77,170160,771,65535,"negative"
"372","FITC_SME_Normalized_Composite_MkyFISH_SVZa_isch_slide5_CD38-fitc_MLC1-cy3_40x_Z_pos2.tif","0227","0","0",NA,"FITC",56.16,0,0,0,0,0,0,0,NA,NA,0,0,0,65535,0,NA,0,0,5070,0,NA,NA,NA,NA,0,NA,771,65535,"negative"
