"","image","RoiNo","gene_fitc","gene_cy3","gene_af647","Channel","Area","Mean","StdDev","Mode","Min","Max","IntDen","Median","Skew","Kurt","frArea","RawIntDen","MinThr","MaxThr","li_thr_Area","li_thr_Mean","li_thr_StdDev","li_thr_Mode","li_thr_Min","li_thr_Max","li_thr_IntDen","li_thr_Median","li_thr_Skew","li_thr_Kurt","li_thr_frArea","li_thr_RawIntDen","li_thr_MinThr","li_thr_MaxThr","logicFISH"
"258","CY3_SME_Normalized_Composite_MkyFISH_SVZa_ctrl_slide150_GFAP-FITC_APLNR-Cy3_VIM-AF647_40x_Z_pos2.tif","0005","GFAP","APLNR","VIM","CY3",170.05,1026.8,3164.14,0,0,39721,174607.9,0,5.47,42.96,20.86,1678821,0,65535,27.67,6151.26,5489.37,1413,1297,39721,170178.79,4656,2.87,11.61,16.27,1636236,1285,65535,"positive"
"259","CY3_SME_Normalized_Composite_MkyFISH_SVZa_ctrl_slide150_GFAP-FITC_APLNR-Cy3_VIM-AF647_40x_Z_pos2.tif","0010","0","0","0","CY3",95.89,974.98,4002.34,0,0,34046,93494.77,0,5.16,29.45,9.76,898934,0,65535,8.11,11428.26,8402.57,2040,1306,34046,92711.6,9529,1.01,0.31,8.46,891404,1285,65535,"negative"
"260","CY3_SME_Normalized_Composite_MkyFISH_SVZa_ctrl_slide150_GFAP-FITC_APLNR-Cy3_VIM-AF647_40x_Z_pos2.tif","0013","GFAP","0","0","CY3",56.16,1078.5,2982.98,0,0,20827,60572,0,3.72,15.47,21.85,582388,0,65535,9.98,5914.16,4650.24,1369,1329,20827,59050.49,4026,1.38,1.37,17.78,567759,1285,65535,"negative"
"261","CY3_SME_Normalized_Composite_MkyFISH_SVZa_ctrl_slide150_GFAP-FITC_APLNR-Cy3_VIM-AF647_40x_Z_pos2.tif","0020","GFAP","APLNR","0","CY3",158.71,16372.16,20594.43,0,0,53524,2598483.22,2040,0.75,-1.17,52.16,24983911,0,65535,80.6,32218.52,18020.65,51246,1306,53524,2596968.89,35860,-0.38,-1.39,50.79,24969351,1285,65535,"positive"
"262","CY3_SME_Normalized_Composite_MkyFISH_SVZa_ctrl_slide150_GFAP-FITC_APLNR-Cy3_VIM-AF647_40x_Z_pos2.tif","0025","GFAP","0","0","CY3",129.28,168.6,1028.22,0,0,14142,21796.28,0,7.99,73.63,5.15,209567,0,65535,4.16,4920.73,3081.78,1311,1311,14142,20471.45,3953,1.08,0.66,3.22,196829,1285,65535,"negative"
"263","CY3_SME_Normalized_Composite_MkyFISH_SVZa_ctrl_slide150_GFAP-FITC_APLNR-Cy3_VIM-AF647_40x_Z_pos2.tif","0032","0","APLNR","VIM","CY3",125.33,9849.42,14552.84,0,0,53100,1234403.53,0,1.45,0.99,49.88,11868550,0,65535,59.49,20719.02,14874.04,7831,1306,53100,1232607.24,17329,0.6,-0.75,47.47,11851279,1285,65535,"positive"
"264","CY3_SME_Normalized_Composite_MkyFISH_SVZa_ctrl_slide150_GFAP-FITC_APLNR-Cy3_VIM-AF647_40x_Z_pos2.tif","0033","0","APLNR","VIM","CY3",103.38,1753.15,4282.03,0,0,33478,181244.43,0,3.42,13.84,27.06,1742630,0,65535,23.4,7629.56,6029.85,4637,1297,33478,178542.35,5731,1.65,2.93,22.64,1716650,1285,65535,"positive"
"265","CY3_SME_Normalized_Composite_MkyFISH_SVZa_ctrl_slide150_GFAP-FITC_APLNR-Cy3_VIM-AF647_40x_Z_pos2.tif","0034","GFAP","0","VIM","CY3",54.81,200.9,1166.87,0,0,12239,11011.35,0,8.08,72.27,6.64,105872,0,65535,1.98,5000.05,3750.33,1294,1294,12239,9880.7,3707,1.08,-0.32,3.61,95001,1285,65535,"negative"
"266","CY3_SME_Normalized_Composite_MkyFISH_SVZa_ctrl_slide150_GFAP-FITC_APLNR-Cy3_VIM-AF647_40x_Z_pos2.tif","0038","0","0","0","CY3",52.73,10.85,163.12,0,0,3429,572.35,0,18.96,383.66,0.79,5503,0,65535,0.1,3429,0,3429,3429,3429,356.64,3429,NA,NA,0.2,3429,1285,65535,"negative"
"267","CY3_SME_Normalized_Composite_MkyFISH_SVZa_ctrl_slide150_GFAP-FITC_APLNR-Cy3_VIM-AF647_40x_Z_pos2.tif","0043","GFAP","0","0","CY3",72.28,939.93,3753.92,0,0,43844,67941.88,0,6.3,48.07,17.27,653248,0,65535,8.42,7800.52,8252.17,2224,1297,43844,65715.53,4733,2.09,4.49,11.65,631842,1285,65535,"negative"
"268","CY3_SME_Normalized_Composite_MkyFISH_SVZa_ctrl_slide150_GFAP-FITC_APLNR-Cy3_VIM-AF647_40x_Z_pos2.tif","0047","0","0","VIM","CY3",61.26,629.56,2202.65,0,0,20069,38566.46,0,4.68,25.72,13.07,370809,0,65535,6.66,5630.78,4077.5,1293,1293,20069,37480.74,4452,1.36,1.9,10.87,360370,1285,65535,"negative"
"269","CY3_SME_Normalized_Composite_MkyFISH_SVZa_ctrl_slide150_GFAP-FITC_APLNR-Cy3_VIM-AF647_40x_Z_pos2.tif","0050","GFAP","0","0","CY3",124.7,864.64,2394.24,0,0,26981,107823.92,0,4.64,32.15,22.27,1036706,0,65535,20.18,5125.81,3692.61,1731,1311,26981,103424.66,4414,2.91,12.43,16.18,994408,1285,65535,"negative"
"270","CY3_SME_Normalized_Composite_MkyFISH_SVZa_ctrl_slide150_GFAP-FITC_APLNR-Cy3_VIM-AF647_40x_Z_pos2.tif","0055","GFAP","APLNR","VIM","CY3",76.24,4677.33,6769.19,0,0,41767,356584.02,0,1.82,4.13,48.29,3428486,0,65535,34.32,10349.62,6574.36,5476,1298,41767,355220.49,9608,1.62,3.92,45.02,3415376,1285,65535,"positive"
"271","CY3_SME_Normalized_Composite_MkyFISH_SVZa_ctrl_slide150_GFAP-FITC_APLNR-Cy3_VIM-AF647_40x_Z_pos2.tif","0059","0","0","0","CY3",53.56,723.72,2523.08,0,0,20727,38764.8,0,4.39,21.8,12.23,372716,0,65535,5.82,6581,4497.86,1384,1384,20727,38330.05,6017,1.13,1.05,10.87,368536,1285,65535,"negative"
"272","CY3_SME_Normalized_Composite_MkyFISH_SVZa_ctrl_slide150_GFAP-FITC_APLNR-Cy3_VIM-AF647_40x_Z_pos2.tif","0062","GFAP","APLNR","VIM","CY3",50.24,2196.64,4505.52,0,0,26479,110348.15,0,2.76,8.57,34.37,1060976,0,65535,14.87,7309.52,5605.26,5785,1345,26479,108713.69,5876,1.51,2.18,29.61,1045261,1285,65535,"positive"
"273","CY3_SME_Normalized_Composite_MkyFISH_SVZa_ctrl_slide150_GFAP-FITC_APLNR-Cy3_VIM-AF647_40x_Z_pos2.tif","0066","GFAP","APLNR","VIM","CY3",78,3181.64,5846.79,0,0,52424,248183.18,0,3.12,15.18,40.93,2386233,0,65535,28.6,8606.45,6837.78,2195,1306,52424,246159.32,7215,2.61,11.05,36.67,2366774,1285,65535,"positive"
"274","CY3_SME_Normalized_Composite_MkyFISH_SVZa_ctrl_slide150_GFAP-FITC_APLNR-Cy3_VIM-AF647_40x_Z_pos2.tif","0073","0","APLNR","0","CY3",52,12370.23,16421.34,0,0,48930,643290.8,2194,1.1,-0.23,53.8,6185116,0,65535,26.83,23953.68,15661.03,48621,1499,48930,642763.8,21229,0.29,-1.29,51.6,6180049,1285,65535,"positive"
"275","CY3_SME_Normalized_Composite_MkyFISH_SVZa_ctrl_slide150_GFAP-FITC_APLNR-Cy3_VIM-AF647_40x_Z_pos2.tif","0078","0","APLNR","0","CY3",167.03,197.18,703.78,0,0,4859,32936.39,0,4,16.03,10.46,316677,0,65535,11.13,2631.77,920.03,1720,1288,4859,29288.06,2625,0.44,-0.71,6.66,281599,1285,65535,"positive"
"276","CY3_SME_Normalized_Composite_MkyFISH_SVZa_ctrl_slide150_GFAP-FITC_APLNR-Cy3_VIM-AF647_40x_Z_pos2.tif","0083","0","APLNR","0","CY3",131.67,1680.84,4535.83,0,0,37000,221319.92,0,3.66,15.16,23.85,2127948,0,65535,26.63,8208.3,6954.39,2427,1345,37000,218550.86,5785,1.45,1.78,20.22,2101324,1285,65535,"positive"
"277","CY3_SME_Normalized_Composite_MkyFISH_SVZa_ctrl_slide150_GFAP-FITC_APLNR-Cy3_VIM-AF647_40x_Z_pos2.tif","0091","GFAP","APLNR","VIM","CY3",52.11,8040.47,9834.45,0,0,39819,418965.62,4550,1.23,0.65,61.48,4028273,0,65535,30.27,13800.82,9342.55,5592,1306,39819,417693.21,11152,0.84,-0.18,58.08,4016039,1285,65535,"positive"
"278","CY3_SME_Normalized_Composite_MkyFISH_SVZa_ctrl_slide150_GFAP-FITC_APLNR-Cy3_VIM-AF647_40x_Z_pos2.tif","0097","0","0","0","CY3",42.33,3072.26,6106.7,0,0,33116,130050.26,0,2.38,5.57,35.63,1250408,0,65535,12.58,10203.7,7286.48,11881,1419,33116,128411.12,8947,1.02,0.58,29.73,1234648,1285,65535,"negative"
"279","CY3_SME_Normalized_Composite_MkyFISH_SVZa_ctrl_slide150_GFAP-FITC_APLNR-Cy3_VIM-AF647_40x_Z_pos2.tif","0101","GFAP","0","0","CY3",38.9,371.78,1877.79,0,0,17804,14461.76,0,6.29,43.13,6.95,139047,0,65535,2.08,6791.25,4821.61,1357,1357,17804,14126.65,5720,0.84,-0.38,5.35,135825,1285,65535,"negative"
"280","CY3_SME_Normalized_Composite_MkyFISH_SVZa_ctrl_slide150_GFAP-FITC_APLNR-Cy3_VIM-AF647_40x_Z_pos2.tif","0104","0","APLNR","0","CY3",43.58,10274.85,12759.78,0,0,46856,447763.92,4599,1.39,1.15,68.02,4305163,0,65535,27.87,16030.37,12751.42,1434,1318,46856,446825.26,13403,1.02,0.18,63.96,4296138,1285,65535,"positive"
"281","CY3_SME_Normalized_Composite_MkyFISH_SVZa_ctrl_slide150_GFAP-FITC_APLNR-Cy3_VIM-AF647_40x_Z_pos2.tif","0109","GFAP","0","0","CY3",136.66,594.16,1921.5,0,0,17361,81200.39,0,4.14,19.83,15.07,780726,0,65535,15.39,5089.18,3149.66,1633,1335,17361,78337.41,4581,1.24,1.8,11.26,753199,1285,65535,"negative"
"282","CY3_SME_Normalized_Composite_MkyFISH_SVZa_ctrl_slide150_GFAP-FITC_APLNR-Cy3_VIM-AF647_40x_Z_pos2.tif","0113","GFAP","0","0","CY3",86.01,450.22,2200.22,0,0,25910,38724.86,0,7.09,60.74,8.34,372332,0,65535,5.82,6530.12,5676.53,1345,1345,25910,38033.74,4860,1.76,3.01,6.77,365687,1285,65535,"negative"
"283","CY3_SME_Normalized_Composite_MkyFISH_SVZa_ctrl_slide150_GFAP-FITC_APLNR-Cy3_VIM-AF647_40x_Z_pos2.tif","0116","GFAP","0","0","CY3",75.09,214.31,939.21,0,0,10107,16093.1,0,5.96,41.35,9.28,154732,0,65535,3.95,3593.55,2105.48,1349,1349,10107,14202.58,3089,1.25,1.07,5.26,136555,1285,65535,"negative"
"284","CY3_SME_Normalized_Composite_MkyFISH_SVZa_ctrl_slide150_GFAP-FITC_APLNR-Cy3_VIM-AF647_40x_Z_pos2.tif","0119","0","APLNR","VIM","CY3",111.49,2795.33,5850.81,0,0,46046,311664.96,0,3.01,10.88,35.73,2996598,0,65535,34.01,9052.05,7474.43,8422,1357,46046,307860.72,7032,1.76,3.5,30.5,2960021,1285,65535,"positive"
"285","CY3_SME_Normalized_Composite_MkyFISH_SVZa_ctrl_slide150_GFAP-FITC_APLNR-Cy3_VIM-AF647_40x_Z_pos2.tif","0121","GFAP","0","VIM","CY3",55.75,1238.14,3559.65,0,0,30852,69023.03,0,4.59,25.98,21.64,663643,0,65535,10.82,6310.93,5790.22,2089,1356,30852,68263.16,4328,2.27,5.4,19.4,656337,1285,65535,"negative"
"286","CY3_SME_Normalized_Composite_MkyFISH_SVZa_ctrl_slide150_GFAP-FITC_APLNR-Cy3_VIM-AF647_40x_Z_pos2.tif","0125","GFAP","0","VIM","CY3",63.65,1487.69,3786.55,0,0,33401,94694.48,0,3.69,17.26,25.98,910469,0,65535,13.42,6934.57,5519.82,2128,1304,33401,93039.74,5409,1.83,4.41,21.08,894559,1285,65535,"negative"
"287","CY3_SME_Normalized_Composite_MkyFISH_SVZa_ctrl_slide150_GFAP-FITC_APLNR-Cy3_VIM-AF647_40x_Z_pos2.tif","0130","0","APLNR","0","CY3",53.88,5326.87,9200.66,0,0,53138,286986.46,0,2.52,7.31,48.26,2759319,0,65535,24.34,11750.64,10593.14,7561,1345,53138,285980.82,7743,1.77,3.32,45.17,2749650,1285,65535,"positive"
"288","CY3_SME_Normalized_Composite_MkyFISH_SVZa_ctrl_slide150_GFAP-FITC_APLNR-Cy3_VIM-AF647_40x_Z_pos2.tif","0135","GFAP","APLNR","VIM","CY3",100.05,1891.49,5199,0,0,48497,189251.36,0,4.4,25.3,22.77,1819615,0,65535,20.07,9350.5,8078.87,4019,1355,48497,187694.49,7572,2.37,6.74,20.06,1804646,1285,65535,"positive"
"289","CY3_SME_Normalized_Composite_MkyFISH_SVZa_ctrl_slide150_GFAP-FITC_APLNR-Cy3_VIM-AF647_40x_Z_pos2.tif","0139","GFAP","APLNR","0","CY3",144.67,4464.9,9025.27,0,0,50833,645949.51,0,2.87,8.85,41.34,6210679,0,65535,54.08,11870.15,11416.97,1434,1332,50833,641976.16,7882,1.68,2.31,37.38,6172476,1285,65535,"positive"
"290","CY3_SME_Normalized_Composite_MkyFISH_SVZa_ctrl_slide150_GFAP-FITC_APLNR-Cy3_VIM-AF647_40x_Z_pos2.tif","0141","GFAP","0","0","CY3",118.15,212.59,1026.27,0,0,10417,25117.93,0,5.98,39.5,7.31,241504,0,65535,5.3,4362.94,2280.73,1327,1327,10417,23142.43,3949,0.76,0.04,4.49,222510,1285,65535,"negative"
"291","CY3_SME_Normalized_Composite_MkyFISH_SVZa_ctrl_slide150_GFAP-FITC_APLNR-Cy3_VIM-AF647_40x_Z_pos2.tif","0144","GFAP","0","0","CY3",68.64,53.24,561.76,0,0,8790,3654.47,0,12.39,161.79,1.67,35137,0,65535,0.73,4774.71,2863.66,1577,1577,8790,3476.2,5047,0.09,-1.53,1.06,33423,1285,65535,"negative"
"292","CY3_SME_Normalized_Composite_MkyFISH_SVZa_ctrl_slide150_GFAP-FITC_APLNR-Cy3_VIM-AF647_40x_Z_pos2.tif","0148","GFAP","APLNR","0","CY3",161.31,521.84,1819.17,0,0,14470,84180.07,0,4.72,24.59,15.41,809375,0,65535,16.64,4747.72,3458.91,2002,1306,14470,79006.8,3233,1.22,0.45,10.32,759635,1285,65535,"positive"
"293","CY3_SME_Normalized_Composite_MkyFISH_SVZa_ctrl_slide150_GFAP-FITC_APLNR-Cy3_VIM-AF647_40x_Z_pos2.tif","0153","GFAP","0","0","CY3",135.73,121.4,697.74,0,0,9354,16477.3,0,8.17,78.62,5.59,158426,0,65535,4.26,3369,2077.81,1308,1308,9354,14366.28,2561,1.48,1,3.14,138129,1285,65535,"negative"
"294","CY3_SME_Normalized_Composite_MkyFISH_SVZa_ctrl_slide150_GFAP-FITC_APLNR-Cy3_VIM-AF647_40x_Z_pos2.tif","0158","GFAP","0","0","CY3",47.84,114.07,556.76,0,0,4345,5457.31,0,5.62,32.91,6.74,52471,0,65535,1.77,2726.24,1034.07,1394,1394,4345,4820.27,2642,0.31,-1.27,3.7,46346,1285,65535,"negative"
"295","CY3_SME_Normalized_Composite_MkyFISH_SVZa_ctrl_slide150_GFAP-FITC_APLNR-Cy3_VIM-AF647_40x_Z_pos2.tif","0162","GFAP","APLNR","0","CY3",63.55,1426.1,2644.99,0,0,15238,90625.65,0,2.07,4.09,34.21,871348,0,65535,17.47,5020.14,2736.49,4872,1302,15238,87717.22,4421,0.96,1.02,27.5,843384,1285,65535,"positive"
"296","CY3_SME_Normalized_Composite_MkyFISH_SVZa_ctrl_slide150_GFAP-FITC_APLNR-Cy3_VIM-AF647_40x_Z_pos2.tif","0167","GFAP","0","0","CY3",137.7,7.98,139.57,0,0,3486,1098.72,0,19.45,407.03,0.38,10564,0,65535,0.42,2394.75,805.88,1543,1543,3486,996.28,2316,0.5,-0.95,0.3,9579,1285,65535,"negative"
"297","CY3_SME_Normalized_Composite_MkyFISH_SVZa_ctrl_slide150_GFAP-FITC_APLNR-Cy3_VIM-AF647_40x_Z_pos2.tif","0172","GFAP","0","0","CY3",149.04,509.89,1848.16,0,0,28107,75994.88,0,6.84,72.56,14.72,730676,0,65535,15.6,4629.83,3681.76,1289,1289,28107,72229.65,3964,3.58,18.14,10.47,694474,1285,65535,"negative"
"298","CY3_SME_Normalized_Composite_MkyFISH_SVZa_ctrl_slide150_GFAP-FITC_APLNR-Cy3_VIM-AF647_40x_Z_pos2.tif","0177","GFAP","0","0","CY3",147.38,308.55,1602.79,0,0,23358,45472.68,0,7.9,77.23,8.05,437211,0,65535,8.22,5282.22,4461.88,2714,1408,23358,43401.29,3706,1.91,3.82,5.58,417295,1285,65535,"negative"
"299","CY3_SME_Normalized_Composite_MkyFISH_SVZa_ctrl_slide150_GFAP-FITC_APLNR-Cy3_VIM-AF647_40x_Z_pos2.tif","0183","GFAP","0","VIM","CY3",149.67,91.67,708.38,0,0,11814,13719.26,0,11.16,144.2,3.54,131908,0,65535,3.33,3793.75,2926.84,1362,1362,11814,12626.36,2739,1.47,0.98,2.22,121400,1285,65535,"negative"
"300","CY3_SME_Normalized_Composite_MkyFISH_SVZa_ctrl_slide150_GFAP-FITC_APLNR-Cy3_VIM-AF647_40x_Z_pos2.tif","0184","GFAP","APLNR","0","CY3",73.64,6493.54,9579.67,0,0,50995,478161.41,2908,2.38,6.11,67.09,4597429,0,65535,44.83,10596.46,10378.23,1364,1294,50995,475004.4,7000,1.98,3.68,60.88,4567075,1285,65535,"positive"
"301","CY3_SME_Normalized_Composite_MkyFISH_SVZa_ctrl_slide150_GFAP-FITC_APLNR-Cy3_VIM-AF647_40x_Z_pos2.tif","0191","GFAP","0","0","CY3",55.64,4.52,41.1,0,0,505,251.38,0,10.14,106.59,1.68,2417,0,65535,0,NA,0,0,1285,505,NA,NA,NA,NA,0,NA,1285,65535,"negative"
"302","CY3_SME_Normalized_Composite_MkyFISH_SVZa_ctrl_slide150_GFAP-FITC_APLNR-Cy3_VIM-AF647_40x_Z_pos2.tif","0200","GFAP","0","0","CY3",91.53,36.38,314.17,0,0,4981,3330.07,0,13.13,185.91,5.45,32018,0,65535,0.52,3822,1414.17,1577,1577,4981,1987.56,4399,-0.86,-0.78,0.57,19110,1285,65535,"negative"
"303","CY3_SME_Normalized_Composite_MkyFISH_SVZa_ctrl_slide150_GFAP-FITC_APLNR-Cy3_VIM-AF647_40x_Z_pos2.tif","0202","0","0","0","CY3",111.6,350.18,1055.65,0,0,5414,39079.31,0,3.19,9.31,13.7,375740,0,65535,10.71,3363.9,1153.05,3826,1316,5414,36036.3,3207,0.07,-1.12,9.6,346482,1285,65535,"negative"
"304","CY3_SME_Normalized_Composite_MkyFISH_SVZa_ctrl_slide150_GFAP-FITC_APLNR-Cy3_VIM-AF647_40x_Z_pos2.tif","0208","0","APLNR","0","CY3",66.25,1929.32,4816.88,0,0,29239,127821.1,0,3.32,11.56,28.41,1228975,0,65535,15.29,8217.86,7013.47,2213,1287,29239,125642.27,5611,1.34,0.83,23.08,1208026,1285,65535,"positive"
"305","CY3_SME_Normalized_Composite_MkyFISH_SVZa_ctrl_slide150_GFAP-FITC_APLNR-Cy3_VIM-AF647_40x_Z_pos2.tif","0213","GFAP","0","0","CY3",84.14,58.46,390.59,0,0,4332,4919.18,0,7.82,65.2,3.34,47297,0,65535,1.66,2580.38,998.25,1527,1302,4332,4294,2708,0.24,-1.15,1.98,41286,1285,65535,"negative"
"306","CY3_SME_Normalized_Composite_MkyFISH_SVZa_ctrl_slide150_GFAP-FITC_APLNR-Cy3_VIM-AF647_40x_Z_pos2.tif","0219","0","0","0","CY3",69.89,129.82,769.3,0,0,7993,9073.19,0,7.25,57.39,4.61,87237,0,65535,2.29,3769.36,2103.93,1299,1299,7993,8624.82,3526,0.72,-0.67,3.27,82926,1285,65535,"negative"
"307","CY3_SME_Normalized_Composite_MkyFISH_SVZa_ctrl_slide150_GFAP-FITC_APLNR-Cy3_VIM-AF647_40x_Z_pos2.tif","0223","0","APLNR","VIM","CY3",67.19,4824.86,8595.71,0,0,42894,324172.65,0,2.1,3.93,40.87,3116857,0,65535,25.38,12712.81,9781.07,8514,1640,42894,322619.73,9131,1.04,0.21,37.77,3101926,1285,65535,"positive"
"308","CY3_SME_Normalized_Composite_MkyFISH_SVZa_ctrl_slide150_GFAP-FITC_APLNR-Cy3_VIM-AF647_40x_Z_pos2.tif","0228","0","0","0","CY3",43.79,11.56,102.25,0,0,1446,505.99,0,10.65,124.5,1.9,4865,0,65535,0.1,1446,0,1446,1446,1446,150.39,1446,NA,NA,0.24,1446,1285,65535,"negative"
"309","CY3_SME_Normalized_Composite_MkyFISH_SVZa_ctrl_slide150_GFAP-FITC_APLNR-Cy3_VIM-AF647_40x_Z_pos2.tif","0232","GFAP","0","0","CY3",59.91,1747.08,4269.26,0,0,28015,104663.37,0,3.25,11.69,27.95,1006318,0,65535,13.1,7774.39,6065.01,2765,1337,28015,101881.73,5930,1.33,1.38,21.88,979573,1285,65535,"negative"
"310","CY3_SME_Normalized_Composite_MkyFISH_SVZa_ctrl_slide150_GFAP-FITC_APLNR-Cy3_VIM-AF647_40x_Z_pos2.tif","0236","GFAP","0","0","CY3",58.66,758.7,1814.37,0,0,9719,44505.01,0,2.66,6.49,23.94,427907,0,65535,10.19,4181.2,2158.55,7048,1324,9719,42617.4,3858,0.56,-0.59,17.38,409758,1285,65535,"negative"
"311","CY3_SME_Normalized_Composite_MkyFISH_SVZa_ctrl_slide150_GFAP-FITC_APLNR-Cy3_VIM-AF647_40x_Z_pos2.tif","0242","GFAP","0","0","CY3",123.56,706.89,1974.77,0,0,21227,87342.48,0,4.8,31.62,23.65,839781,0,65535,19.55,4167.9,3196.29,1826,1312,21227,81495.77,3409,2.72,8.88,15.82,783566,1285,65535,"negative"
"312","CY3_SME_Normalized_Composite_MkyFISH_SVZa_ctrl_slide150_GFAP-FITC_APLNR-Cy3_VIM-AF647_40x_Z_pos2.tif","0248","GFAP","0","0","CY3",140.1,348.77,2188.13,0,0,38506,48861.62,0,11.4,161.13,7.28,469795,0,65535,7.38,6392.75,7264.67,1481,1481,38506,47206.88,3806,2.93,8.81,5.27,453885,1285,65535,"negative"
"313","CY3_SME_Normalized_Composite_MkyFISH_SVZa_ctrl_slide150_GFAP-FITC_APLNR-Cy3_VIM-AF647_40x_Z_pos2.tif","0255","GFAP","APLNR","0","CY3",89.45,795.35,3162.47,0,0,32455,71140.08,0,5.82,40.91,12.91,683998,0,65535,8.74,7954.27,6772.74,1800,1298,32455,69492.72,5970,1.79,3.17,9.77,668159,1285,65535,"positive"
"314","CY3_SME_Normalized_Composite_MkyFISH_SVZa_ctrl_slide150_GFAP-FITC_APLNR-Cy3_VIM-AF647_40x_Z_pos2.tif","0260","GFAP","APLNR","0","CY3",72.18,1021.08,3327.79,0,0,25488,73701.85,0,4.2,18.73,17.44,708629,0,65535,10.09,7140.98,5983.58,1667,1320,25488,72042.54,4446,1.1,0.16,13.98,692675,1285,65535,"positive"
"315","CY3_SME_Normalized_Composite_MkyFISH_SVZa_ctrl_slide150_GFAP-FITC_APLNR-Cy3_VIM-AF647_40x_Z_pos2.tif","0266","GFAP","0","0","CY3",79.56,518.35,2240.96,0,0,33472,41242.33,0,8.19,90.52,15.69,396537,0,65535,6.76,5583.95,5573.57,1697,1351,33472,37749.8,3473,2.89,10.27,8.5,362957,1285,65535,"negative"
"316","CY3_SME_Normalized_Composite_MkyFISH_SVZa_ctrl_slide150_GFAP-FITC_APLNR-Cy3_VIM-AF647_40x_Z_pos2.tif","0270","GFAP","0","0","CY3",56.27,57.91,413.38,0,0,4719,3258.2,0,8.05,68.73,2.77,31327,0,65535,1.14,2730.91,1070.7,1330,1330,4719,3124.35,2599,0.4,-0.86,2.03,30040,1285,65535,"negative"
"317","CY3_SME_Normalized_Composite_MkyFISH_SVZa_ctrl_slide150_GFAP-FITC_APLNR-Cy3_VIM-AF647_40x_Z_pos2.tif","0275","GFAP","0","0","CY3",58.97,344.48,1006.44,0,0,10275,20314.4,0,4.22,24.2,17.46,195319,0,65535,6.34,2805.2,1530.88,3908,1316,10275,17797.24,2381,2.33,7.86,10.76,171117,1285,65535,"negative"
"318","CY3_SME_Normalized_Composite_MkyFISH_SVZa_ctrl_slide150_GFAP-FITC_APLNR-Cy3_VIM-AF647_40x_Z_pos2.tif","0279","GFAP","0","0","CY3",56.16,650.21,1751.94,0,0,10206,36517.85,0,3.08,9.45,17.41,351112,0,65535,8.22,4325.47,2255.65,3169,1350,10206,35540.19,3590,0.84,-0.24,14.63,341712,1285,65535,"negative"
"319","CY3_SME_Normalized_Composite_MkyFISH_SVZa_ctrl_slide150_GFAP-FITC_APLNR-Cy3_VIM-AF647_40x_Z_pos2.tif","0284","GFAP","0","0","CY3",73.64,864.76,2417.53,0,0,30774,63677.52,0,5.86,50.25,26.84,612247,0,65535,13.83,4294.57,4053.42,1355,1289,30774,59406.09,3229,3.55,16.38,18.79,571178,1285,65535,"negative"
"320","CY3_SME_Normalized_Composite_MkyFISH_SVZa_ctrl_slide150_GFAP-FITC_APLNR-Cy3_VIM-AF647_40x_Z_pos2.tif","0288","GFAP","0","0","CY3",107.75,426.65,1612.72,0,0,20211,45971.7,0,5.49,39.45,11.97,442009,0,65535,9.05,4791.8,3164.7,1345,1345,20211,43358.86,3815,1.98,5.55,8.4,416887,1285,65535,"negative"
"321","CY3_SME_Normalized_Composite_MkyFISH_SVZa_ctrl_slide150_GFAP-FITC_APLNR-Cy3_VIM-AF647_40x_Z_pos2.tif","0293","GFAP","0","0","CY3",141.55,608.58,2446.69,0,0,35912,86145.48,0,7.22,70.62,14.92,828272,0,65535,13.94,5795.67,5549.82,4794,1320,35912,80773.34,4317,2.72,9.36,9.85,776620,1285,65535,"negative"
"322","CY3_SME_Normalized_Composite_MkyFISH_SVZa_ctrl_slide150_GFAP-FITC_APLNR-Cy3_VIM-AF647_40x_Z_pos2.tif","0300","GFAP","0","0","CY3",112.85,308.76,2051.78,0,0,36810,34842.1,0,10.07,129.85,4.88,335000,0,65535,4.06,8341.64,7153.1,1446,1446,36810,33835.73,5608,1.98,4.85,3.59,325324,1285,65535,"negative"
"323","CY3_SME_Normalized_Composite_MkyFISH_SVZa_ctrl_slide150_GFAP-FITC_APLNR-Cy3_VIM-AF647_40x_Z_pos2.tif","0302","GFAP","APLNR","0","CY3",118.98,1952.75,4300.75,0,0,38081,232344.79,0,3.49,15.43,38.11,2233950,0,65535,34.22,6572.2,5852.15,1634,1287,38081,224887.85,4761,2.04,5.14,28.76,2162253,1285,65535,"positive"
"324","CY3_SME_Normalized_Composite_MkyFISH_SVZa_ctrl_slide150_GFAP-FITC_APLNR-Cy3_VIM-AF647_40x_Z_pos2.tif","0309","GFAP","0","0","CY3",104.84,537.05,2299.8,0,0,27756,56303.79,0,7.39,68.21,13.69,541350,0,65535,9.78,5453.53,5484.24,1425,1345,27756,53316.94,3702,2.5,6.51,9.33,512632,1285,65535,"negative"
"325","FITC_SME_Normalized_Composite_MkyFISH_SVZa_isch_slide5_CD38-fitc_MLC1-cy3_40x_Z_pos2.tif","0001","CD38","MLC1",NA,"FITC",94.96,588.56,1679.14,0,0,19098,55888.6,0,4.69,29.43,24.75,537358,0,65535,16.12,3279,2797.62,822,803,19098,52860.66,2226,2.27,6.84,16.98,508245,771,65535,"positive"
